, wind, old_coal_sub_st, old_ng_cc, old_ng_gt, new_coal_st, new_ng_cc, new_ng_gt_aero, new_nuke_st
wk02.h125,        0.60,        1.72,        1.60,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h126,        0.56,        1.72,        1.94,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h127,        0.35,        1.72,        2.71,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h128,        0.35,        1.72,        2.94,        0.00,        0.65,        1.20,        0.38,        0.00
wk02.h129,        0.48,        1.72,        2.94,        0.00,        0.65,        1.20,        0.07,        0.00
wk02.h130,        0.50,        1.72,        2.89,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h131,        0.35,        1.72,        2.90,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h132,        0.49,        1.72,        2.51,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h133,        0.32,        1.72,        2.40,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h134,        0.26,        1.72,        2.24,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h135,        0.13,        1.72,        2.17,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h136,        0.12,        1.72,        1.97,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h137,        0.19,        1.72,        1.84,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h138,        0.10,        1.72,        2.01,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h139,        0.06,        1.72,        2.48,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h140,        0.10,        1.72,        2.94,        0.00,        0.65,        1.20,        0.13,        0.00
wk02.h141,        0.17,        1.72,        2.94,        0.00,        0.65,        1.20,        0.20,        0.00
wk02.h142,        0.22,        1.72,        2.94,        0.00,        0.65,        1.20,        0.11,        0.00
wk02.h143,        0.23,        1.72,        2.84,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h144,        0.23,        1.72,        2.50,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h145,        0.31,        1.72,        2.18,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h146,        0.33,        1.72,        2.08,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h147,        0.41,        1.72,        2.02,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h148,        0.91,        1.72,        1.54,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h149,        1.16,        1.72,        1.43,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h150,        1.42,        1.72,        1.49,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h151,        1.51,        1.72,        2.00,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h152,        1.75,        1.72,        2.36,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h153,        2.24,        1.72,        1.55,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h154,        1.94,        1.72,        1.45,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h155,        1.80,        1.72,        1.28,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h156,        1.66,        1.72,        1.08,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h157,        1.72,        1.72,        0.64,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h158,        2.13,        1.72,        0.00,        0.00,        0.65,        1.12,        0.00,        0.00
wk02.h159,        2.26,        1.72,        0.00,        0.00,        0.65,        0.73,        0.00,        0.00
wk02.h160,        2.38,        1.72,        0.00,        0.00,        0.65,        0.40,        0.00,        0.00
wk02.h161,        2.28,        1.72,        0.00,        0.00,        0.65,        0.36,        0.00,        0.00
wk02.h162,        2.24,        1.72,        0.00,        0.00,        0.65,        0.45,        0.00,        0.00
wk02.h163,        1.41,        1.72,        0.33,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h164,        1.33,        1.72,        0.49,        0.00,        0.65,        1.20,        0.35,        0.00
wk02.h165,        2.08,        1.72,        0.15,        0.00,        0.65,        1.19,        0.00,        0.00
wk02.h166,        1.81,        1.72,        0.36,        0.00,        0.65,        1.20,        0.00,        0.00
wk02.h167,        2.03,        1.72,        0.15,        0.00,        0.65,        1.05,        0.00,        0.00
wk02.h168,        2.37,        1.72,        0.15,        0.00,        0.65,        0.45,        0.00,        0.00
wk03.h001,        1.20,        1.72,        0.00,        0.00,        0.65,        0.40,        0.00,        0.00
wk03.h002,        0.93,        1.72,        0.00,        0.00,        0.65,        0.51,        0.00,        0.00
wk03.h003,        1.59,        1.51,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk03.h004,        1.94,        1.17,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk03.h005,        1.96,        1.17,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk03.h006,        2.08,        1.14,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk03.h007,        2.20,        1.31,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk03.h008,        2.25,        1.52,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk03.h009,        1.90,        1.72,        0.35,        0.00,        0.65,        0.00,        0.00,        0.00
wk03.h010,        2.54,        1.40,        0.15,        0.00,        0.65,        0.00,        0.00,        0.00
wk03.h011,        2.47,        1.48,        0.15,        0.00,        0.65,        0.00,        0.00,        0.00
wk03.h012,        2.14,        1.72,        0.18,        0.00,        0.65,        0.00,        0.00,        0.00
wk03.h013,        1.86,        1.72,        0.15,        0.00,        0.65,        0.20,        0.00,        0.00
wk03.h014,        1.44,        1.72,        0.21,        0.00,        0.65,        0.40,        0.00,        0.00
wk03.h015,        1.59,        1.72,        0.00,        0.00,        0.65,        0.33,        0.00,        0.00
wk03.h016,        1.74,        1.70,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk03.h017,        1.74,        1.66,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk03.h018,        1.60,        1.72,        0.00,        0.00,        0.65,        0.21,        0.00,        0.00
wk03.h019,        1.41,        1.72,        0.00,        0.00,        0.65,        0.55,        0.00,        0.00
wk03.h020,        0.76,        1.72,        0.45,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h021,        0.62,        1.72,        0.60,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h022,        0.68,        1.72,        0.54,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h023,        0.66,        1.72,        0.43,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h024,        0.56,        1.72,        0.38,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h025,        0.44,        1.72,        0.33,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h026,        0.69,        1.72,        0.00,        0.00,        0.65,        1.18,        0.00,        0.00
wk03.h027,        0.55,        1.72,        0.15,        0.00,        0.65,        1.17,        0.00,        0.00
wk03.h028,        0.29,        1.72,        0.40,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h029,        0.15,        1.72,        0.61,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h030,        0.16,        1.72,        0.71,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h031,        0.08,        1.72,        0.99,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h032,        0.09,        1.72,        1.15,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h033,        0.09,        1.72,        1.29,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h034,        0.04,        1.72,        1.33,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h035,        0.09,        1.72,        1.18,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h036,        0.10,        1.72,        0.96,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h037,        0.11,        1.72,        0.81,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h038,        0.16,        1.72,        0.60,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h039,        0.15,        1.72,        0.46,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h040,        0.18,        1.72,        0.34,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h041,        0.12,        1.72,        0.35,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h042,        0.12,        1.72,        0.38,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h043,        0.05,        1.72,        0.62,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h044,        0.00,        1.72,        1.19,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h045,        0.02,        1.72,        1.29,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h046,        0.10,        1.72,        1.21,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h047,        0.19,        1.72,        1.00,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h048,        0.31,        1.72,        0.62,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h049,        0.41,        1.72,        0.29,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h050,        0.62,        1.72,        0.15,        0.00,        0.65,        1.11,        0.00,        0.00
wk03.h051,        0.82,        1.72,        0.15,        0.00,        0.65,        0.92,        0.00,        0.00
wk03.h052,        0.77,        1.72,        0.15,        0.00,        0.65,        1.02,        0.00,        0.00
wk03.h053,        0.92,        1.72,        0.15,        0.00,        0.65,        1.01,        0.00,        0.00
wk03.h054,        0.88,        1.72,        0.28,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h055,        0.84,        1.72,        0.96,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h056,        0.73,        1.72,        1.66,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h057,        0.68,        1.72,        1.38,        0.00,        0.65,        1.20,        0.00,        0.00
wk03.h058,        0.35,        1.72,        1.40,        0.00,        0.65,        1.20,        0.00,        0.00
